Date,Day,Month,Year,SolRadiation (MJ/m²/day),TempMin (°C),TempMax (°C),RelHumMin (%),RelHumMax (%),net radiation name,net radiation,surplus,surplusinshort,deficit,deficitinshort,,,,,,,,,
1/30/2013,30,1,2013,12.2528,22,34,30,95,deficit,-20.38562173,0.953239611,deficit,0.046760389,surplus,,,,,,,,,
1/31/2013,31,1,2013,16.8476,19.5,33.5,9,25,deficit,-291.3179374,0.996579067,surplus,0.003420933,deficit,,,,,,,,,
2/1/2013,1,2,2013,12.2528,21,33.5,9,45,deficit,-176.0001117,0.994350286,surplus,0.005649714,deficit,,,,,,,,,
2/2/2013,2,2,2013,15.316,19.5,31,18,76,deficit,-145.9266196,0.993193881,surplus,0.006806119,deficit,,,,,,,,,
2/3/2013,3,2,2013,15.316,18,32.5,15,77,deficit,-161.8451231,0.993859196,surplus,0.006140804,deficit,,,,,,,,,
2/4/2013,4,2,2013,14.5502,17.5,35,29,90,deficit,-75.16957438,0.986871398,surplus,0.013128602,deficit,,,,,,,,,
2/5/2013,5,2,2013,14.5502,22.5,35,28,95,deficit,-23.07915043,0.958470296,deficit,0.041529704,surplus,,,,,,,,,
2/6/2013,6,2,2013,10.7212,22.5,33.5,40,94,surplus,12.53269529,1.086709999,surplus,-0.086709999,deficit,,,,,,,,,
2/7/2013,7,2,2013,16.0818,23.5,33.5,25,94,deficit,-39.0782675,0.975048822,deficit,0.024951178,deficit,,,,,,,,,
2/8/2013,8,2,2013,13.0186,23.5,35,19,91,deficit,-50.38228056,0.980538038,surplus,0.019461962,deficit,,,,,,,,,
2/9/2013,9,2,2013,14.5502,22.5,34.5,27,95,deficit,-30.23536157,0.967985003,deficit,0.032014997,deficit,,,,,,,,,
2/10/2013,10,2,2013,13.0186,24,31.5,28,96,deficit,-18.99384734,0.949984614,deficit,0.050015386,surplus,,,,,,,,,
2/11/2013,11,2,2013,17.6134,24,36,27,95,deficit,-6.398690051,0.864840939,deficit,0.135159061,surplus,,,,,,,,,
2/12/2013,12,2,2013,16.0818,23,36,26,94,deficit,-25.62310281,0.962438638,deficit,0.037561362,deficit,,,,,,,,,
2/13/2013,13,2,2013,19.145,24,37,25,94,deficit,-14.98564414,0.937443872,deficit,0.062556128,surplus,,,,,,,,,
2/14/2013,14,2,2013,15.316,24,36,26,93,deficit,-13.20911207,0.929622626,deficit,0.070377374,surplus,,,,,,,,,
2/15/2013,15,2,2013,16.8476,24,35.5,30,92,deficit,-1.863768428,0.650809755,deficit,0.349190245,surplus,,,,,,,,,
2/16/2013,16,2,2013,19.145,24,37,25,90,deficit,-27.02151072,0.96431313,deficit,0.03568687,deficit,,,,,,,,,
2/17/2013,17,2,2013,13.7844,24.5,35.5,35,98,surplus,41.2082805,1.024870499,surplus,-0.024870499,deficit,,,,,,,,,
2/18/2013,18,2,2013,14.5502,21.5,33,35,95,deficit,-19.89525829,0.952142252,deficit,0.047857748,surplus,,,,,,,,,
2/19/2013,19,2,2013,13.0186,21.5,33,44,94,surplus,11.70874284,1.093381643,surplus,-0.093381643,deficit,,,,,,,,,
2/20/2013,20,2,2013,18.3792,23,34,43,95,surplus,41.95439093,1.024417406,surplus,-0.024417406,deficit,,,,,,,,,
2/21/2013,21,2,2013,19.145,21.5,33.5,50,92,surplus,41.78456639,1.024519079,surplus,-0.024519079,deficit,,,,,,,,,
2/22/2013,22,2,2013,16.8476,22.5,35,32,96,deficit,-7.11881027,0.876829244,deficit,0.123170756,surplus,,,,,,,,,
2/23/2013,23,2,2013,18.3792,22.5,35,40,93,surplus,25.74324344,1.040415073,surplus,-0.040415073,deficit,,,,,,,,,
2/24/2013,24,2,2013,18.3792,24,34.5,40,93,surplus,42.79927883,1.023923858,surplus,-0.023923858,deficit,,,,,,,,,
2/25/2013,25,2,2013,15.316,24,34,40,93,surplus,33.24702173,1.031010616,surplus,-0.031010616,deficit,,,,,,,,,
2/26/2013,26,2,2013,13.7844,25.5,35.1,47,94,surplus,91.11451643,1.011096991,surplus,-0.011096991,deficit,,,,,,,,,
2/27/2013,27,2,2013,12.2528,25.5,33.5,51,94,surplus,80.62535261,1.012558814,surplus,-0.012558814,deficit,,,,,,,,,
2/28/2013,28,2,2013,14.5502,25.5,35.1,40,94,surplus,65.15334448,1.015587652,surplus,-0.015587652,deficit,,,,,,,,,
3/1/2013,1,3,2013,16.8476,25.2,34,45,93,surplus,76.6271875,1.013222758,surplus,-0.013222758,deficit,,,,,,,,,
3/2/2013,2,3,2013,18.3792,21.5,36,40,94,surplus,26.04176646,1.039933285,surplus,-0.039933285,deficit,,,,,,,,,
3/3/2013,3,3,2013,22.974,22,34.5,47,92,surplus,54.29333337,1.018764073,surplus,-0.018764073,deficit,,,,,,,,,
3/4/2013,4,3,2013,14.5502,21.5,34.5,45,100,surplus,41.19196549,1.024880595,surplus,-0.024880595,deficit,,,,,,,,,
3/5/2013,5,3,2013,17.6134,21.5,34,36,94,deficit,-15.83337813,0.940594217,deficit,0.059405783,surplus,,,,,,,,,
3/6/2013,6,3,2013,18.3792,23.5,35,40,93,surplus,40.82998954,1.02510671,surplus,-0.02510671,deficit,,,,,,,,,
3/7/2013,7,3,2013,18.3792,25.5,35,42,93,surplus,84.91325356,1.011917069,surplus,-0.011917069,deficit,,,,,,,,,
3/8/2013,8,3,2013,17.6134,25,35,44,97,surplus,95.61496446,1.010569153,surplus,-0.010569153,deficit,,,,,,,,,
3/9/2013,9,3,2013,16.8476,24,35,45,91,surplus,65.26652828,1.015560199,surplus,-0.015560199,deficit,,,,,,,,,
3/10/2013,10,3,2013,17.6134,25,34,47,93,surplus,85.87697574,1.011781758,surplus,-0.011781758,deficit,,,,,,,,,
3/11/2013,11,3,2013,18.3792,25,35,35,94,surplus,41.40002354,1.024752461,surplus,-0.024752461,deficit,,,,,,,,,
3/12/2013,12,3,2013,14.5502,24,34.5,48,95,surplus,74.32462491,1.013637983,surplus,-0.013637983,deficit,,,,,,,,,
3/13/2013,13,3,2013,16.0818,25,34,47,95,surplus,84.95189504,1.011911583,surplus,-0.011911583,deficit,,,,,,,,,
3/14/2013,14,3,2013,17.6134,24,35,41,94,surplus,55.1910777,1.018453222,surplus,-0.018453222,deficit,,,,,,,,,
3/15/2013,15,3,2013,17.6134,25,35,44,93,surplus,83.94992564,1.012055466,surplus,-0.012055466,deficit,,,,,,,,,
3/16/2013,16,3,2013,15.316,26,35,43,98,surplus,98.78737575,1.010226269,surplus,-0.010226269,deficit,,,,,,,,,
3/17/2013,17,3,2013,19.145,22.2,32,54,94,surplus,54.89482723,1.018554656,surplus,-0.018554656,deficit,,,,,,,,,
3/18/2013,18,3,2013,10.7212,22,33.5,48,90,surplus,25.11597753,1.041466285,surplus,-0.041466285,deficit,,,,,,,,,
3/19/2013,19,3,2013,11.487,24,34,49,95,surplus,60.4190551,1.016829618,surplus,-0.016829618,deficit,,,,,,,,,
3/20/2013,20,3,2013,19.145,25.5,35,44,92,surplus,95.85677034,1.01054221,surplus,-0.01054221,deficit,,,,,,,,,
3/21/2013,21,3,2013,18.3792,25,32.5,51,93,surplus,87.7152372,1.011531999,surplus,-0.011531999,deficit,,,,,,,,,
3/22/2013,22,3,2013,13.7844,25,35,45,93,surplus,72.90714251,1.013906824,surplus,-0.013906824,deficit,,,,,,,,,
3/23/2013,23,3,2013,14.5502,25,34,44,95,surplus,66.18215373,1.015341623,surplus,-0.015341623,deficit,,,,,,,,,
3/24/2013,24,3,2013,13.0186,23.5,30.5,63,95,surplus,69.06096238,1.01469271,surplus,-0.01469271,deficit,,,,,,,,,
3/25/2013,25,3,2013,12.2528,24,34.5,50,95,surplus,71.79660958,1.01412497,surplus,-0.01412497,deficit,,,,,,,,,
3/26/2013,26,3,2013,12.2528,23,32.5,56,95,surplus,60.56845749,1.016787408,surplus,-0.016787408,deficit,,,,,,,,,
3/27/2013,27,3,2013,14.5502,23,33.5,50,95,surplus,58.341812,1.017439281,surplus,-0.017439281,deficit,,,,,,,,,
3/28/2013,28,3,2013,9.9554,22,29,63,92,surplus,28.46098924,1.036415294,surplus,-0.036415294,deficit,,,,,,,,,
3/29/2013,29,3,2013,14.5502,21,32,55,95,surplus,37.17680478,1.027642021,surplus,-0.027642021,deficit,,,,,,,,,
3/30/2013,30,3,2013,16.8476,23,32.5,60,95,surplus,94.71645661,1.010670485,surplus,-0.010670485,deficit,,,,,,,,,
3/31/2013,31,3,2013,16.8476,24,33.5,46,94,surplus,59.47056702,1.017102622,surplus,-0.017102622,deficit,,,,,,,,,
4/1/2013,1,4,2013,17.6134,23.5,34.5,42,96,surplus,51.90529505,1.019644322,surplus,-0.019644322,deficit,,,,,,,,,
4/2/2013,2,4,2013,8.4238,22.5,26.5,75,96,surplus,36.44568291,1.02821218,surplus,-0.02821218,deficit,,,,,,,,,
4/3/2013,3,4,2013,16.8476,21,32,52,95,surplus,28.86223045,1.035890881,surplus,-0.035890881,deficit,,,,,,,,,
4/4/2013,4,4,2013,16.8476,22,33,52,93,surplus,49.42457849,1.02065067,surplus,-0.02065067,deficit,,,,,,,,,
4/5/2013,5,4,2013,19.9108,23,34,50,94,surplus,79.39874277,1.012755307,surplus,-0.012755307,deficit,,,,,,,,,
4/6/2013,6,4,2013,19.145,20,34,34,94,deficit,-48.81016138,0.979923775,deficit,0.020076225,deficit,,,,,,,,,
4/7/2013,7,4,2013,14.5502,24.5,32,58,94,surplus,87.44844194,1.011567588,surplus,-0.011567588,deficit,,,,,,,,,
4/8/2013,8,4,2013,17.6134,22.5,33.5,55,95,surplus,83.53360295,1.012116277,surplus,-0.012116277,deficit,,,,,,,,,
4/9/2013,9,4,2013,8.4238,22,27.5,65,97,surplus,25.79408872,1.040332194,surplus,-0.040332194,deficit,,,,,,,,,
4/10/2013,10,4,2013,19.9108,23,32.5,51,95,surplus,64.9190487,1.015644789,surplus,-0.015644789,deficit,,,,,,,,,
4/11/2013,11,4,2013,18.3792,23.5,34.5,45,94,surplus,63.60692779,1.015972673,surplus,-0.015972673,deficit,,,,,,,,,
4/12/2013,12,4,2013,16.0818,24,33.5,50,95,surplus,76.98792043,1.013159986,surplus,-0.013159986,deficit,,,,,,,,,
4/13/2013,13,4,2013,17.6134,22.5,33,50,95,surplus,53.80546219,1.018937435,surplus,-0.018937435,deficit,,,,,,,,,
4/14/2013,14,4,2013,19.9108,24,34.5,43,95,surplus,68.22768763,1.014874824,surplus,-0.014874824,deficit,,,,,,,,,
4/15/2013,15,4,2013,10.7212,21.5,31,56,96,surplus,30.95943838,1.033378463,surplus,-0.033378463,deficit,,,,,,,,,
4/16/2013,16,4,2013,19.9108,21.5,32.5,50,95,surplus,36.31424198,1.028317187,surplus,-0.028317187,deficit,,,,,,,,,
4/17/2013,17,4,2013,17.6134,23.5,34,48,95,surplus,72.36736051,1.014012008,surplus,-0.014012008,deficit,,,,,,,,,
4/18/2013,18,4,2013,18.3792,24,33,52,100,surplus,102.5084507,1.009851397,surplus,-0.009851397,deficit,,,,,,,,,
4/19/2013,19,4,2013,17.6134,22,33,51,95,surplus,51.26208234,1.019895714,surplus,-0.019895714,deficit,,,,,,,,,
4/20/2013,20,4,2013,16.0818,22.5,33.5,50,95,surplus,56.31942744,1.018076832,surplus,-0.018076832,deficit,,,,,,,,,
4/21/2013,21,4,2013,19.9108,22,34,49,100,surplus,73.94344786,1.013709251,surplus,-0.013709251,deficit,,,,,,,,,
4/22/2013,22,4,2013,16.0818,22,31,55,95,surplus,40.0063306,1.025636864,surplus,-0.025636864,deficit,,,,,,,,,
4/23/2013,23,4,2013,8.4238,22.5,29.5,70,96,surplus,49.10581006,1.02078751,surplus,-0.02078751,deficit,,,,,,,,,
4/24/2013,24,4,2013,19.145,24,33,50,97,surplus,87.54155007,1.011555143,surplus,-0.011555143,deficit,,,,,,,,,
4/25/2013,25,4,2013,19.145,23,33,49,100,surplus,73.9289859,1.013711969,surplus,-0.013711969,deficit,,,,,,,,,
4/26/2013,26,4,2013,19.145,22,31,62,95,surplus,75.0194457,1.013509963,surplus,-0.013509963,deficit,,,,,,,,,
4/27/2013,27,4,2013,19.9108,22,31.5,52,95,surplus,39.6022759,1.025905208,surplus,-0.025905208,deficit,,,,,,,,,
4/28/2013,28,4,2013,16.0818,23.5,31.5,53,98,surplus,65.0796828,1.01560557,surplus,-0.01560557,deficit,,,,,,,,,
4/29/2013,29,4,2013,16.8476,22.5,33,48,95,surplus,43.47849474,1.023541324,surplus,-0.023541324,deficit,,,,,,,,,
4/30/2013,30,4,2013,13.7844,23.5,34,50,100,surplus,77.54247407,1.013064642,surplus,-0.013064642,deficit,,,,,,,,,
5/1/2013,1,5,2013,9.9554,22,32.5,78,98,surplus,101.674153,1.009933036,surplus,-0.009933036,deficit,,,,,,,,,
5/2/2013,2,5,2013,15.316,21.5,33,49,95,surplus,32.70775368,1.031538027,surplus,-0.031538027,deficit,,,,,,,,,
5/3/2013,3,5,2013,16.8476,23.5,32.5,55,94,surplus,78.5281819,1.012898535,surplus,-0.012898535,deficit,,,,,,,,,
5/4/2013,4,5,2013,17.6134,24.5,32.5,56,95,surplus,104.2336865,1.009686761,surplus,-0.009686761,deficit,,,,,,,,,
5/5/2013,5,5,2013,18.3792,24,33,54,95,surplus,97.93354212,1.010316346,surplus,-0.010316346,deficit,,,,,,,,,
5/6/2013,6,5,2013,6.8922,24.5,27,70,92,surplus,36.47701626,1.028187263,surplus,-0.028187263,deficit,,,,,,,,,
5/7/2013,7,5,2013,18.3792,23,33,54,92,surplus,74.04022255,1.013691086,surplus,-0.013691086,deficit,,,,,,,,,
5/8/2013,8,5,2013,10.7212,22,29.5,58,95,surplus,26.86057611,1.038668899,surplus,-0.038668899,deficit,,,,,,,,,
5/9/2013,9,5,2013,22.2082,22.2,33.5,50,95,surplus,67.01038339,1.015149132,surplus,-0.015149132,deficit,,,,,,,,,
5/10/2013,10,5,2013,18.3792,23,33,52,96,surplus,75.14178767,1.01348767,surplus,-0.01348767,deficit,,,,,,,,,
5/11/2013,11,5,2013,9.1896,24,28,76,98,surplus,65.68619109,1.01545925,surplus,-0.01545925,deficit,,,,,,,,,
5/12/2013,12,5,2013,16.8476,22,32,54,95,surplus,49.60189253,1.02057533,surplus,-0.02057533,deficit,,,,,,,,,
5/13/2013,13,5,2013,18.3792,21.5,30.5,51,95,surplus,14.46288494,1.074278285,surplus,-0.074278285,deficit,,,,,,,,,
5/14/2013,14,5,2013,15.316,21.5,31.5,56,97,surplus,45.88990039,1.022276726,surplus,-0.022276726,deficit,,,,,,,,,
5/15/2013,15,5,2013,19.145,22.5,31,50,95,surplus,30.98162905,1.033353758,surplus,-0.033353758,deficit,,,,,,,,,
5/16/2013,16,5,2013,16.0818,22.5,32,53,93,surplus,46.09839425,1.022173738,surplus,-0.022173738,deficit,,,,,,,,,
5/17/2013,17,5,2013,13.7844,23,29.5,57,95,surplus,38.67055546,1.026545932,surplus,-0.026545932,deficit,,,,,,,,,
5/18/2013,18,5,2013,16.8476,23.5,32.5,58,95,surplus,93.58940029,1.010800372,surplus,-0.010800372,deficit,,,,,,,,,
5/19/2013,19,5,2013,19.145,22.5,31,51,95,surplus,35.28562228,1.029166745,surplus,-0.029166745,deficit,,,,,,,,,
5/20/2013,20,5,2013,19.9108,23,32.5,55,99,surplus,96.02757298,1.010523261,surplus,-0.010523261,deficit,,,,,,,,,
5/21/2013,21,5,2013,13.7844,23,33.2,50,95,surplus,52.90492586,1.019265994,surplus,-0.019265994,deficit,,,,,,,,,
5/22/2013,22,5,2013,11.487,23,30.2,64,95,surplus,57.39378903,1.017732449,surplus,-0.017732449,deficit,,,,,,,,,
5/23/2013,23,5,2013,20.6766,22,31.5,57,95,surplus,64.50921798,1.015745746,surplus,-0.015745746,deficit,,,,,,,,,
5/24/2013,24,5,2013,17.6134,23.5,33,55,95,surplus,91.17541816,1.011089497,surplus,-0.011089497,deficit,,,,,,,,,
5/25/2013,25,5,2013,16.8476,24,34,50,95,surplus,86.55069398,1.011688976,surplus,-0.011688976,deficit,,,,,,,,,
5/26/2013,26,5,2013,13.7844,18,31.5,58,95,surplus,12.83996083,1.084459739,surplus,-0.084459739,deficit,,,,,,,,,
5/27/2013,27,5,2013,22.974,19.5,30.2,59,96,surplus,19.86067179,1.053020381,surplus,-0.053020381,deficit,,,,,,,,,
5/28/2013,28,5,2013,13.7844,19.5,30,50,96,deficit,-10.26576113,0.911235469,deficit,0.088764531,surplus,,,,,,,,,
5/29/2013,29,5,2013,18.3792,21,30.5,59,92,surplus,32.73511681,1.031510834,surplus,-0.031510834,deficit,,,,,,,,,
5/30/2013,30,5,2013,7.658,21,24,73,93,surplus,7.540882289,1.152884574,surplus,-0.152884574,deficit,,,,,,,,,
5/31/2013,31,5,2013,18.3792,23.5,31.5,56,95,surplus,77.18223645,1.01312642,surplus,-0.01312642,deficit,,,,,,,,,
6/1/2013,1,6,2013,12.2528,22,30,43,95,deficit,-5.602517506,0.84854262,deficit,0.15145738,surplus,,,,,,,,,
6/2/2013,2,6,2013,16.8476,22,30,63,96,surplus,60.16377033,1.016902236,surplus,-0.016902236,deficit,,,,,,,,,
6/3/2013,3,6,2013,19.9108,22,32,54,91,surplus,45.50647041,1.022468643,surplus,-0.022468643,deficit,,,,,,,,,
6/4/2013,4,6,2013,15.316,22,30,57,98,surplus,40.64228393,1.02522559,surplus,-0.02522559,deficit,,,,,,,,,
6/5/2013,5,6,2013,16.0818,21.5,32,48,96,surplus,20.89075479,1.050274613,surplus,-0.050274613,deficit,,,,,,,,,
6/6/2013,6,6,2013,14.5502,21,29,62,95,surplus,27.34698814,1.037955002,surplus,-0.037955002,deficit,,,,,,,,,
6/7/2013,7,6,2013,18.3792,21,32.1,55,92,surplus,37.83956615,1.027144728,surplus,-0.027144728,deficit,,,,,,,,,
6/8/2013,8,6,2013,8.4238,23.2,29,70,95,surplus,49.26722026,1.020717994,surplus,-0.020717994,deficit,,,,,,,,,
6/9/2013,9,6,2013,13.0186,22,28,69,97,surplus,46.66257509,1.021899772,surplus,-0.021899772,deficit,,,,,,,,,
6/10/2013,10,6,2013,17.6134,22,31,59,90,surplus,46.67070478,1.021895874,surplus,-0.021895874,deficit,,,,,,,,,
6/11/2013,11,6,2013,9.1896,22.2,28,75,98,surplus,49.77672444,1.020501582,surplus,-0.020501582,deficit,,,,,,,,,
6/12/2013,12,6,2013,18.3792,21,31,60,95,surplus,50.46372035,1.020216838,surplus,-0.020216838,deficit,,,,,,,,,
6/13/2013,13,6,2013,18.3792,22,31.5,50,95,surplus,29.12112769,1.035560452,surplus,-0.035560452,deficit,,,,,,,,,
6/14/2013,14,6,2013,15.316,23.5,31.5,55,95,surplus,63.0806491,1.016108079,surplus,-0.016108079,deficit,,,,,,,,,
6/15/2013,15,6,2013,11.487,22,29,68,97,surplus,49.52495403,1.020607954,surplus,-0.020607954,deficit,,,,,,,,,
6/16/2013,16,6,2013,16.0818,22.5,32,54,95,surplus,54.36884362,1.018737524,surplus,-0.018737524,deficit,,,,,,,,,
6/17/2013,17,6,2013,15.316,22.5,31.5,55,96,surplus,52.45693023,1.019433728,surplus,-0.019433728,deficit,,,,,,,,,
6/18/2013,18,6,2013,18.3792,24,32.5,55,97,surplus,100.7857037,1.010021476,surplus,-0.010021476,deficit,,,,,,,,,
6/19/2013,19,6,2013,19.145,23.5,31,55,95,surplus,68.28159543,1.014862906,surplus,-0.014862906,deficit,,,,,,,,,
6/20/2013,20,6,2013,18.3792,21.5,31,55,100,surplus,48.47622778,1.021063173,surplus,-0.021063173,deficit,,,,,,,,,
6/21/2013,21,6,2013,13.0186,21,28,80,95,surplus,59.95676923,1.016961581,surplus,-0.016961581,deficit,,,,,,,,,
6/22/2013,22,6,2013,15.316,23,31.5,55,94,surplus,54.45072028,1.018708822,surplus,-0.018708822,deficit,,,,,,,,,
6/23/2013,23,6,2013,15.316,21.5,30.5,60,95,surplus,44.16823191,1.023165183,surplus,-0.023165183,deficit,,,,,,,,,
6/24/2013,24,6,2013,9.1896,22.5,27.5,60,95,surplus,19.83660043,1.053088136,surplus,-0.053088136,deficit,,,,,,,,,
6/25/2013,25,6,2013,9.9554,22,27,65,96,surplus,23.36012903,1.044722461,surplus,-0.044722461,deficit,,,,,,,,,
6/26/2013,26,6,2013,13.0186,23,30,59,95,surplus,47.32659266,1.021585874,surplus,-0.021585874,deficit,,,,,,,,,
6/27/2013,27,6,2013,13.7844,23,29.5,64,98,surplus,64.20741416,1.015820929,surplus,-0.015820929,deficit,,,,,,,,,
6/28/2013,28,6,2013,11.487,22,29,65,99,surplus,45.7224774,1.022360121,surplus,-0.022360121,deficit,,,,,,,,,
6/29/2013,29,6,2013,12.2528,22,28.5,65,100,surplus,44.86218141,1.022798684,surplus,-0.022798684,deficit,,,,,,,,,
6/30/2013,30,6,2013,15.316,22,30.1,60,95,surplus,45.4134955,1.022515679,surplus,-0.022515679,deficit,,,,,,,,,
7/1/2013,1,7,2013,19.145,22.2,30,60,98,surplus,62.50165015,1.016259726,surplus,-0.016259726,deficit,,,,,,,,,
7/2/2013,2,7,2013,16.0818,21.5,30.2,63,100,surplus,62.51620807,1.016255878,surplus,-0.016255878,deficit,,,,,,,,,
7/3/2013,3,7,2013,11.487,21.5,29,65,98,surplus,39.73405755,1.025817073,surplus,-0.025817073,deficit,,,,,,,,,
7/4/2013,4,7,2013,6.1264,21.5,26,83,100,surplus,34.09833065,1.030213004,surplus,-0.030213004,deficit,,,,,,,,,
7/5/2013,5,7,2013,17.6134,20,29,62,95,surplus,18.07980379,1.058548682,surplus,-0.058548682,deficit,,,,,,,,,
7/6/2013,6,7,2013,17.6134,20,29,65,95,surplus,28.35878233,1.036551334,surplus,-0.036551334,deficit,,,,,,,,,
7/7/2013,7,7,2013,13.0186,22.5,29,63,97,surplus,46.66092028,1.021900566,surplus,-0.021900566,deficit,,,,,,,,,
7/8/2013,8,7,2013,8.4238,22,27.5,80,100,surplus,51.63151105,1.019750546,surplus,-0.019750546,deficit,,,,,,,,,
7/9/2013,9,7,2013,14.5502,22,28,65,98,surplus,41.68767488,1.024577467,surplus,-0.024577467,deficit,,,,,,,,,
7/10/2013,10,7,2013,16.8476,22,31,68,98,surplus,96.99824566,1.010416857,surplus,-0.010416857,deficit,,,,,,,,,
7/11/2013,11,7,2013,8.4238,22,28,70,99,surplus,38.71463846,1.026514904,surplus,-0.026514904,deficit,,,,,,,,,
7/12/2013,12,7,2013,15.316,20,30,65,96,surplus,39.80704474,1.025768517,surplus,-0.025768517,deficit,,,,,,,,,
7/13/2013,13,7,2013,17.6134,21,31,55,65,deficit,-35.8106522,0.97283395,deficit,0.02716605,deficit,,,,,,,,,
7/14/2013,14,7,2013,12.2528,22,27,74,98,surplus,47.85987986,1.021340217,surplus,-0.021340217,deficit,,,,,,,,,
7/15/2013,15,7,2013,13.7844,22.5,29,65,99,surplus,57.75761916,1.01761878,surplus,-0.01761878,deficit,,,,,,,,,
7/16/2013,16,7,2013,17.6134,22,30,64,98,surplus,70.58858637,1.014370173,surplus,-0.014370173,deficit,,,,,,,,,
7/17/2013,17,7,2013,16.0818,22.5,30,61,98,surplus,62.02871873,1.016385728,surplus,-0.016385728,deficit,,,,,,,,,
7/18/2013,18,7,2013,10.7212,22.5,28,72,100,surplus,55.33842882,1.018403182,surplus,-0.018403182,deficit,,,,,,,,,
7/19/2013,19,7,2013,16.8476,22.2,29,55,96,surplus,23.49773071,1.044448927,surplus,-0.044448927,deficit,,,,,,,,,
7/20/2013,20,7,2013,12.2528,22.2,29,70,100,surplus,63.54458179,1.015988595,surplus,-0.015988595,deficit,,,,,,,,,
7/21/2013,21,7,2013,13.7844,20.5,26,80,100,surplus,43.06218788,1.023774322,surplus,-0.023774322,deficit,,,,,,,,,
7/22/2013,22,7,2013,15.316,20.5,30.5,65,100,surplus,58.5958387,1.017362365,surplus,-0.017362365,deficit,,,,,,,,,
7/23/2013,23,7,2013,16.0818,22,29,62,100,surplus,51.13055184,1.019947915,surplus,-0.019947915,deficit,,,,,,,,,
7/24/2013,24,7,2013,9.9554,21,26.5,76,99,surplus,34.59238227,1.029768654,surplus,-0.029768654,deficit,,,,,,,,,
7/25/2013,25,7,2013,7.658,20.5,23.5,93,100,surplus,29.56714488,1.035005248,surplus,-0.035005248,deficit,,,,,,,,,
7/26/2013,26,7,2013,13.7844,20.5,28.5,65,96,surplus,26.42911708,1.039324999,surplus,-0.039324999,deficit,,,,,,,,,
7/27/2013,27,7,2013,13.7844,21.5,27.5,70,96,surplus,38.94240759,1.026355734,surplus,-0.026355734,deficit,,,,,,,,,
7/28/2013,28,7,2013,13.0186,23,27,74,100,surplus,64.13689887,1.015838599,surplus,-0.015838599,deficit,,,,,,,,,
7/29/2013,29,7,2013,9.9554,21.5,25,85,100,surplus,42.19322058,1.024275839,surplus,-0.024275839,deficit,,,,,,,,,
7/30/2013,30,7,2013,9.1896,20,27,71,98,surplus,20.98532299,1.050036719,surplus,-0.050036719,deficit,,,,,,,,,
7/31/2013,31,7,2013,13.0186,21.5,29,63,96,surplus,34.82776337,1.029561517,surplus,-0.029561517,deficit,,,,,,,,,
8/1/2013,1,8,2013,7.658,21.5,26.5,77,97,surplus,31.97430923,1.03228482,surplus,-0.03228482,deficit,,,,,,,,,
8/2/2013,2,8,2013,10.7212,20.5,28,63,98,surplus,18.33117296,1.057699499,surplus,-0.057699499,deficit,,,,,,,,,
8/3/2013,3,8,2013,8.4238,21,27,73,100,surplus,31.2559386,1.033051363,surplus,-0.033051363,deficit,,,,,,,,,
8/4/2013,4,8,2013,15.316,19,29.5,60,100,surplus,14.97084034,1.071577656,surplus,-0.071577656,deficit,,,,,,,,,
8/5/2013,5,8,2013,6.8922,20,28,60,100,surplus,11.94852326,1.091336519,surplus,-0.091336519,deficit,,,,,,,,,
8/6/2013,6,8,2013,13.7844,20.5,28,67,100,surplus,33.02880765,1.031221893,surplus,-0.031221893,deficit,,,,,,,,,
8/7/2013,7,8,2013,9.1896,20,28,70,95,surplus,23.03617691,1.045379922,surplus,-0.045379922,deficit,,,,,,,,,
8/8/2013,8,8,2013,14.5502,21.5,27,65,95,surplus,20.70255378,1.050754842,surplus,-0.050754842,deficit,,,,,,,,,
8/9/2013,9,8,2013,13.7844,21,30,50,94,deficit,0.465743706,-0.871760822,deficit,1.871760822,surplus,,,,,,,,,
8/10/2013,10,8,2013,15.316,21,27,64,98,surplus,18.51297019,1.057100537,surplus,-0.057100537,deficit,,,,,,,,,
8/11/2013,11,8,2013,16.8476,20,28,64,95,surplus,12.64363411,1.085883839,surplus,-0.085883839,deficit,,,,,,,,,
8/12/2013,12,8,2013,9.1896,20.5,26,75,99,surplus,24.69931757,1.042195308,surplus,-0.042195308,deficit,,,,,,,,,
8/13/2013,13,8,2013,17.6134,20.5,30.5,44,94,deficit,-26.72847057,0.963935984,deficit,0.036064016,deficit,,,,,,,,,
8/14/2013,14,8,2013,19.145,21,27.5,62,95,surplus,12.36572083,1.087983861,surplus,-0.087983861,deficit,,,,,,,,,
8/15/2013,15,8,2013,6.8922,20.5,25,77,98,surplus,18.27280906,1.057894463,surplus,-0.057894463,deficit,,,,,,,,,
8/16/2013,16,8,2013,9.1896,20.5,26,65,95,surplus,5.731346579,1.21135632,surplus,-0.21135632,deficit,,,,,,,,,
8/17/2013,17,8,2013,10.7212,21,28,63,97,surplus,20.90500228,1.050238628,surplus,-0.050238628,deficit,,,,,,,,,
8/18/2013,18,8,2013,11.487,21,28,64,96,surplus,22.15604337,1.047267818,surplus,-0.047267818,deficit,,,,,,,,,
8/19/2013,19,8,2013,11.487,21,28.5,65,95,surplus,26.96965847,1.038506475,surplus,-0.038506475,deficit,,,,,,,,,
8/20/2013,20,8,2013,9.9554,20.5,26,73,98,surplus,21.31431904,1.049226361,surplus,-0.049226361,deficit,,,,,,,,,
